target,day,actual_event,negative_event,positive_event,predictions,source,threshold
close,449,0,0.643326,0.356674,0,low,0.99
close,450,0,0.692451,0.307549,0,low,0.99
close,451,0,0.655411,0.344589,0,low,0.99
close,452,0,0.699671,0.300329,0,low,0.99
close,453,0,0.657821,0.342179,0,low,0.99
close,454,1,0.63656,0.36344,0,low,0.99
close,455,0,0.686283,0.313717,0,low,0.99
close,456,0,0.662653,0.337347,0,low,0.99
close,457,0,0.682677,0.317323,0,low,0.99
close,458,1,0.639274,0.360726,0,low,0.99
close,459,0,0.64954,0.35046,0,low,0.99
close,460,0,0.692912,0.307088,0,low,0.99
close,461,1,0.661289,0.338711,0,low,0.99
close,462,0,0.6514,0.3486,0,low,0.99
close,463,0,0.681217,0.318783,0,low,0.99
close,464,0,0.687126,0.312874,0,low,0.99
close,465,0,0.66606,0.33394,0,low,0.99
close,466,0,0.656803,0.343197,0,low,0.99
close,467,1,0.694583,0.305417,0,low,0.99
close,468,0,0.714536,0.285464,0,low,0.99
close,469,0,0.728209,0.271791,0,low,0.99
close,470,1,0.656227,0.343773,0,low,0.99
close,471,1,0.645565,0.354435,0,low,0.99
close,472,0,0.680166,0.319834,0,low,0.99
close,473,1,0.676812,0.323188,0,low,0.99
close,474,0,0.668161,0.331839,0,low,0.99
close,475,0,0.715962,0.284038,0,low,0.99
close,476,0,0.677489,0.322511,0,low,0.99
close,477,1,0.632979,0.367021,0,low,0.99
close,478,0,0.631002,0.368998,0,low,0.99
close,479,1,0.643642,0.356358,0,low,0.99
close,480,0,0.692559,0.307441,0,low,0.99
close,481,0,0.688847,0.311153,0,low,0.99
close,482,0,0.678497,0.321503,0,low,0.99
close,483,1,0.649636,0.350364,0,low,0.99
close,484,0,0.671548,0.328452,0,low,0.99
close,485,0,0.694252,0.305748,0,low,0.99
close,486,0,0.65965,0.34035,0,low,0.99
close,487,0,0.670965,0.329035,0,low,0.99
close,488,1,0.656387,0.343613,0,low,0.99
close,489,1,0.673043,0.326957,0,low,0.99
close,490,0,0.663087,0.336913,0,low,0.99
close,491,1,0.628597,0.371403,0,low,0.99
close,492,0,0.644544,0.355456,0,low,0.99
close,493,0,0.670123,0.329877,0,low,0.99
close,494,0,0.650489,0.349511,0,low,0.99
close,495,1,0.634785,0.365215,0,low,0.99
close,496,0,0.681311,0.318689,0,low,0.99
close,497,0,0.670161,0.329839,0,low,0.99
close,498,0,0.641732,0.358268,0,low,0.99
close,499,1,0.668007,0.331993,0,low,0.99
close,500,1,0.621631,0.378369,0,low,0.99
close,501,0,0.679816,0.320184,0,low,0.99
close,502,0,0.620436,0.379564,0,low,0.99
close,503,0,0.656526,0.343474,0,low,0.99
close,504,0,0.644465,0.355535,0,low,0.99
close,505,0,0.607362,0.392638,0,low,0.99
close,506,0,0.637711,0.362289,0,low,0.99
close,507,0,0.68202,0.31798,0,low,0.99
close,508,1,0.595393,0.404607,0,low,0.99
close,509,1,0.594482,0.405518,0,low,0.99
close,510,0,0.658537,0.341463,0,low,0.99
close,511,0,0.676663,0.323337,0,low,0.99
close,512,0,0.654031,0.345969,0,low,0.99
close,513,0,0.660341,0.339659,0,low,0.99
close,514,1,0.718832,0.281168,0,low,0.99
close,515,0,0.705547,0.294453,0,low,0.99
close,516,0,0.674152,0.325848,0,low,0.99
close,517,1,0.594791,0.405209,0,low,0.99
close,518,0,0.704265,0.295735,0,low,0.99
close,519,0,0.738378,0.261622,0,low,0.99
close,520,1,0.646568,0.353432,0,low,0.99
close,521,1,0.675872,0.324128,0,low,0.99
close,522,0,0.670763,0.329237,0,low,0.99
close,523,1,0.645893,0.354107,0,low,0.99
close,524,0,0.644768,0.355232,0,low,0.99
close,525,0,0.6908,0.3092,0,low,0.99
close,526,0,0.669441,0.330559,0,low,0.99
close,527,0,0.62482,0.37518,0,low,0.99
close,528,0,0.655653,0.344347,0,low,0.99
close,529,1,0.66832,0.33168,0,low,0.99
close,530,0,0.649808,0.350192,0,low,0.99
close,531,1,0.630232,0.369768,0,low,0.99
close,532,0,0.662357,0.337643,0,low,0.99
close,533,0,0.675612,0.324388,0,low,0.99
close,534,0,0.64505,0.35495,0,low,0.99
close,535,1,0.618572,0.381428,0,low,0.99
close,536,0,0.632446,0.367554,0,low,0.99
close,537,0,0.667536,0.332464,0,low,0.99
close,538,0,0.687322,0.312678,0,low,0.99
close,539,1,0.599544,0.400456,0,low,0.99
close,540,0,0.742624,0.257376,0,low,0.99
close,541,1,0.610119,0.389881,0,low,0.99
close,542,0,0.709188,0.290812,0,low,0.99
close,543,1,0.671086,0.328914,0,low,0.99
close,544,0,0.63942,0.36058,0,low,0.99
close,545,1,0.573436,0.426564,0,low,0.99
close,546,0,0.697598,0.302402,0,low,0.99
close,547,0,0.655308,0.344692,0,low,0.99
close,548,1,0.669939,0.330061,0,low,0.99
close,549,0,0.704704,0.295296,0,low,0.99
close,550,0,0.628992,0.371008,0,low,0.99
close,551,0,0.647921,0.352079,0,low,0.99
close,552,1,0.619039,0.380961,0,low,0.99
close,553,1,0.577468,0.422532,0,low,0.99
close,554,1,0.581096,0.418904,0,low,0.99
close,555,1,0.627876,0.372124,0,low,0.99
close,556,0,0.723653,0.276347,0,low,0.99
close,557,0,0.628757,0.371243,0,low,0.99
close,558,0,0.634994,0.365006,0,low,0.99
close,559,0,0.677862,0.322138,0,low,0.99
close,560,0,0.650275,0.349725,0,low,0.99
close,561,1,0.566743,0.433257,0,low,0.99
close,562,0,0.643223,0.356777,0,low,0.99
close,563,0,0.692054,0.307946,0,low,0.99
close,564,0,0.628183,0.371817,0,low,0.99
close,565,0,0.679821,0.320179,0,low,0.99
close,566,0,0.655799,0.344201,0,low,0.99
close,567,0,0.682562,0.317438,0,low,0.99
close,568,0,0.663011,0.336989,0,low,0.99
close,569,1,0.661154,0.338846,0,low,0.99
close,570,0,0.688935,0.311065,0,low,0.99
close,571,1,0.671952,0.328048,0,low,0.99
close,572,0,0.634324,0.365676,0,low,0.99
close,573,0,0.641836,0.358164,0,low,0.99
close,574,0,0.737842,0.262158,0,low,0.99
close,575,1,0.670286,0.329714,0,low,0.99
close,576,0,0.679171,0.320829,0,low,0.99
close,577,1,0.619941,0.380059,0,low,0.99
close,578,0,0.651801,0.348199,0,low,0.99
